num_aset,period,Asset list,asset bobot,sharpe ratio,cvar
4,1_week,"['ADA', 'BNB', 'BTC', 'SOL']","[0.01, 0.7, 0.01, 0.28]",0.0015966997546919442,0.22257805774495867
4,1_week,"['ADA', 'BNB', 'BTC', 'XRP']","[0.28, 0.7, 0.01, 0.01]",0.01048660572293189,0.24959143397736583
4,1_week,"['ADA', 'BNB', 'DOGE', 'DOT']","[0.01, 0.01, 0.7, 0.28]",0.012562913191152894,0.3948751916394433
4,1_week,"['ADA', 'BNB', 'DOGE', 'ETH']","[0.01, 0.01, 0.7, 0.28]",0.013764422427448289,0.3854624550138386
4,1_week,"['ADA', 'BNB', 'DOGE', 'LTC']","[0.01, 0.01, 0.7, 0.28]",0.012376648910665155,0.3861744514575637
4,1_week,"['ADA', 'BNB', 'DOGE', 'MATIC']","[0.01, 0.01, 0.7, 0.28]",0.011251461395565664,0.39661698610715795
4,1_week,"['ADA', 'BNB', 'DOGE', 'SOL']","[0.01, 0.01, 0.7, 0.28]",0.008714649985798925,0.4081081484301467
4,1_week,"['ADA', 'BNB', 'DOGE', 'XRP']","[0.01, 0.28, 0.7, 0.01]",0.018893817978908947,0.36893273522281783
4,1_week,"['ADA', 'BNB', 'DOT', 'ETH']","[0.01, 0.7, 0.28, 0.01]",0.00713192423262692,0.2077216530978383
4,1_week,"['ADA', 'BNB', 'DOT', 'LTC']","[0.01, 0.7, 0.01, 0.28]",0.006650101863474526,0.2016678868681647
4,1_week,"['ADA', 'BNB', 'DOT', 'MATIC']","[0.01, 0.7, 0.01, 0.28]",0.005023948788251972,0.213944554843154
4,1_week,"['ADA', 'BNB', 'DOT', 'SOL']","[0.01, 0.7, 0.01, 0.28]",0.0014648018549876674,0.22286515636414994
4,1_week,"['ADA', 'BNB', 'DOT', 'XRP']","[0.28, 0.7, 0.01, 0.01]",0.010345573388225655,0.2501258832507551
4,1_week,"['ADA', 'BNB', 'ETH', 'LTC']","[0.01, 0.7, 0.01, 0.28]",0.006722287156707383,0.20145246238458048
4,1_week,"['ADA', 'BNB', 'ETH', 'MATIC']","[0.01, 0.7, 0.01, 0.28]",0.005090841064283987,0.21377230036024433
4,1_week,"['ADA', 'BNB', 'ETH', 'SOL']","[0.01, 0.7, 0.01, 0.28]",0.0015255260913775077,0.22282110610359665
4,1_week,"['ADA', 'BNB', 'ETH', 'XRP']","[0.28, 0.7, 0.01, 0.01]",0.010414483697735065,0.24998667628224588
4,1_week,"['ADA', 'BNB', 'LTC', 'MATIC']","[0.01, 0.7, 0.01, 0.28]",0.005010301083953866,0.21357573718129996
4,1_week,"['ADA', 'BNB', 'LTC', 'SOL']","[0.01, 0.7, 0.01, 0.28]",0.0014462976467066054,0.222538683123423
4,1_week,"['ADA', 'BNB', 'LTC', 'XRP']","[0.28, 0.7, 0.01, 0.01]",0.010340109317615863,0.24969289793316604
4,1_week,"['ADA', 'BNB', 'MATIC', 'SOL']","[0.01, 0.7, 0.01, 0.28]",0.001397138038695746,0.22302679243331192
4,1_week,"['ADA', 'BNB', 'MATIC', 'XRP']","[0.28, 0.7, 0.01, 0.01]",0.010277439183951421,0.25024450179804836
4,1_week,"['ADA', 'BNB', 'SOL', 'XRP']","[0.7, 0.134, 0.01, 0.156]",-0.010096562645679829,0.4092757405867989
4,1_week,"['ADA', 'BTC', 'DOGE', 'DOT']","[0.7, 0.01, 0.28, 0.01]",0.004295954804640557,0.4377094048370488
4,1_week,"['ADA', 'BTC', 'DOGE', 'ETH']","[0.7, 0.01, 0.28, 0.01]",0.004335067399066059,0.4374542398875299
4,1_week,"['ADA', 'BTC', 'DOGE', 'LTC']","[0.7, 0.01, 0.28, 0.01]",0.0042869047088852676,0.43736641297908546
4,1_week,"['ADA', 'BTC', 'DOGE', 'MATIC']","[0.7, 0.01, 0.28, 0.01]",0.004253838617312042,0.43769058614462075
4,1_week,"['ADA', 'BTC', 'DOGE', 'SOL']","[0.01, 0.01, 0.7, 0.28]",0.008542286120425598,0.4086841858045307
4,1_week,"['ADA', 'BTC', 'DOGE', 'XRP']","[0.01, 0.01, 0.7, 0.28]",9.701976435906262e-07,0.4191115571082552
4,1_week,"['ADA', 'BTC', 'DOT', 'ETH']","[0.2216, 0.7, 0.0684, 0.01]",-0.011019119879998495,0.25373719889613566
4,1_week,"['ADA', 'BTC', 'DOT', 'LTC']","[0.1977, 0.7, 0.01, 0.0923]",-0.012248365178699148,0.24772173430737343
4,1_week,"['ADA', 'BTC', 'DOT', 'MATIC']","[0.198, 0.7, 0.01, 0.092]",-0.01262007330744744,0.24906298623547005
4,1_week,"['ADA', 'BTC', 'DOT', 'SOL']","[0.7, 0.01, 0.01, 0.28]",-0.00986408027843142,0.4163852851769106
4,1_week,"['ADA', 'BTC', 'DOT', 'XRP']","[0.7, 0.01, 0.01, 0.28]",-0.018139240267641844,0.4491957042044902
4,1_week,"['ADA', 'BTC', 'ETH', 'LTC']","[0.216, 0.7, 0.01, 0.074]",-0.011463809902975212,0.2513493991880076
4,1_week,"['ADA', 'BTC', 'ETH', 'MATIC']","[0.5057, 0.01, 0.01, 0.4743]",-0.012914531813687144,0.36130577543553727
4,1_week,"['ADA', 'BTC', 'ETH', 'SOL']","[0.7, 0.01, 0.01, 0.28]",-0.009829270667232246,0.4163015649166846
4,1_week,"['ADA', 'BTC', 'ETH', 'XRP']","[0.7, 0.01, 0.01, 0.28]",-0.018112872317428308,0.44901098447358767
4,1_week,"['ADA', 'BTC', 'LTC', 'MATIC']","[0.28, 0.7, 0.01, 0.01]",-0.0092993486376067,0.2654982922314093
4,1_week,"['ADA', 'BTC', 'LTC', 'SOL']","[0.7, 0.01, 0.01, 0.28]",-0.009885112656541819,0.4160594095163522
4,1_week,"['ADA', 'BTC', 'LTC', 'XRP']","[0.7, 0.01, 0.01, 0.28]",-0.01816324644707838,0.44892109990151124
4,1_week,"['ADA', 'BTC', 'MATIC', 'SOL']","[0.7, 0.01, 0.01, 0.28]",-0.00990727514876006,0.4163896638256644
4,1_week,"['ADA', 'BTC', 'MATIC', 'XRP']","[0.7, 0.01, 0.01, 0.28]",-0.018180433064355087,0.44917110344324923
4,1_week,"['ADA', 'BTC', 'SOL', 'XRP']","[0.7, 0.01, 0.01, 0.28]",-0.01824029651054638,0.44945599229647476
4,1_week,"['ADA', 'DOGE', 'DOT', 'ETH']","[0.7, 0.28, 0.01, 0.01]",0.004250466066475534,0.4379731471652025
4,1_week,"['ADA', 'DOGE', 'DOT', 'LTC']","[0.7, 0.28, 0.01, 0.01]",0.004202298094909893,0.4378853202567568
4,1_week,"['ADA', 'DOGE', 'DOT', 'MATIC']","[0.01, 0.5161, 0.01, 0.4639]",0.0038236801855362746,0.3600975575047999
4,1_week,"['ADA', 'DOGE', 'DOT', 'SOL']","[0.01, 0.7, 0.01, 0.28]",0.00845871672089652,0.40914162951655514
4,1_week,"['ADA', 'DOGE', 'DOT', 'XRP']","[0.01, 0.7, 0.01, 0.28]",-7.979768825766758e-05,0.4194790608732717
4,1_week,"['ADA', 'DOGE', 'ETH', 'LTC']","[0.7, 0.28, 0.01, 0.01]",0.004241388188226264,0.4376301553072389
4,1_week,"['ADA', 'DOGE', 'ETH', 'MATIC']","[0.7, 0.28, 0.01, 0.01]",0.004208368982639392,0.4379543284727365
4,1_week,"['ADA', 'DOGE', 'ETH', 'SOL']","[0.01, 0.7, 0.01, 0.28]",0.008497455038974226,0.4087117619619818
4,1_week,"['ADA', 'DOGE', 'ETH', 'XRP']","[0.01, 0.7, 0.01, 0.28]",-4.29372126578961e-05,0.4191685349890455
4,1_week,"['ADA', 'DOGE', 'LTC', 'MATIC']","[0.01, 0.5136, 0.01, 0.4664]",0.0036951370074544197,0.35929301131824076
4,1_week,"['ADA', 'DOGE', 'LTC', 'SOL']","[0.01, 0.7, 0.01, 0.28]",0.008451015895536918,0.40877415344139595
4,1_week,"['ADA', 'DOGE', 'LTC', 'XRP']","[0.01, 0.7, 0.01, 0.28]",-9.234896582748078e-05,0.41918480256323654
